,year,tmax,max_tmax,std_tmax,min_tmax,std_tmin,min_tmin,tmin,max_tmin,continent,period
1253,1981,24.1,45.6,7.07680797422,6.5,6.42926901421,-5.25,12.3,30.0,Oceanía,1970-2015
1254,1982,24.15,47.7,7.01300629705,5.6,6.83522519646,-6.3,12.0333333333,34.7,Oceanía,1970-2015
1255,1983,23.65,46.5,7.06319441473,5.5,6.52340761109,-5.7,12.55,30.3,Oceanía,1970-2015
1256,1984,23.35,44.0,6.70409142703,1.3,6.423397128,-5.0,11.8,30.7,Oceanía,1970-2015
1257,1985,23.7,45.5,6.96404769608,5.4,6.59279216959,-5.8,12.3,31.5,Oceanía,1970-2015
1258,1986,23.35,45.8,7.16259378283,4.53333333333,6.57156746388,-6.85,11.7,30.8,Oceanía,1970-2015
1259,1987,23.8,45.5,6.94692385452,6.3,6.65208155252,-6.25,12.0,31.2,Oceanía,1970-2015
1260,1988,24.1,45.6,6.86059629446,5.75,6.31318680185,-3.25,12.8,31.7,Oceanía,1970-2015
1261,1989,23.5,43.7,7.09517750668,2.75,6.61181216004,-5.2,12.5,29.6,Oceanía,1970-2015
1262,1990,24.0,47.9,7.28368721171,3.3,6.63217595772,-5.7,12.5,32.1,Oceanía,1970-2015
1263,1991,24.45,46.7,6.94776401627,6.05,6.40349534141,-4.8,12.35,32.0,Oceanía,1970-2015
1264,1992,23.25,43.6,6.96207651276,5.46666666667,6.62720444218,-4.95,12.2666666667,29.7,Oceanía,1970-2015
1265,1993,23.8,45.15,6.83514196763,6.9,6.43382331758,-4.1,12.2,30.3,Oceanía,1970-2015
1266,1994,24.3,45.5,6.93513772101,6.86666666667,6.66000694862,-5.7,11.725,30.9,Oceanía,1970-2015
1267,1995,23.6,44.0,7.01817189064,5.2,6.56455073659,-6.05,12.15,30.2,Oceanía,1970-2015
1268,1996,23.8,45.35,7.00162870537,3.85,6.42695169602,-6.0,12.05,31.0,Oceanía,1970-2015
1269,1997,24.1,45.8,7.0343661026,5.96666666667,6.70310947865,-6.16666666667,12.4416666667,29.4,Oceanía,1970-2015
1270,1998,24.0666666667,44.8,7.3080021777,5.1,6.69022884146,-4.53333333333,12.5666666667,31.7,Oceanía,1970-2015
1271,1999,24.0,45.0,6.56952574969,7.6,6.38270778889,-6.73333333333,12.5,31.2,Oceanía,1970-2015
1272,2000,24.2,44.5,6.71444892853,5.06666666667,6.52799450081,-6.2,12.5,29.9,Oceanía,1970-2015
1273,2001,24.0,47.8,6.82911713391,5.83333333333,6.56298894728,-6.76666666667,11.825,31.0,Oceanía,1970-2015
1274,2002,24.7,44.3,6.89544275756,7.1,6.59148301088,-8.9,12.1,30.9,Oceanía,1970-2015
1275,2003,24.15,46.3,7.10037317852,6.3,6.54210611465,-8.0,12.475,30.4,Oceanía,1970-2015
1276,2004,24.3,47.3,7.10848820166,6.43333333333,6.67501538514,-6.26666666667,12.15,30.9,Oceanía,1970-2015
1277,2005,24.2,45.65,7.04208216771,5.0,6.53980810213,-7.63333333333,12.5333333333,30.7,Oceanía,1970-2015
1278,2006,24.4,47.4,6.97064525094,7.575,6.88673896717,-8.46666666667,12.25,33.3,Oceanía,1970-2015
1279,2007,24.65,46.45,7.04640424351,3.83333333333,6.57667414483,-8.35,12.9,30.6,Oceanía,1970-2015
1280,2008,23.95,44.3,6.93795100799,5.56666666667,6.61829409348,-9.23333333333,12.3333333333,30.3,Oceanía,1970-2015
1281,2009,24.8,47.5,7.21855785607,6.93333333333,6.47165779395,-4.8,12.6333333333,32.9,Oceanía,1970-2015
1282,2010,24.0666666667,46.65,6.9597353949,5.53333333333,6.72891748377,-9.1,12.9,31.4,Oceanía,1970-2015
1283,2011,23.9,48.1,6.54914372396,6.33333333333,6.45317717705,-8.26666666667,12.6,30.9,Oceanía,1970-2015
1284,2012,24.35,46.2,6.93030810873,5.55,6.68856214653,-6.86666666667,12.4,30.0,Oceanía,1970-2015
1285,2013,24.8125,46.3,7.08445296974,4.7,6.45175571965,-6.6,12.9708333333,31.7,Oceanía,1970-2015
1286,2014,24.7,47.3,6.98166736,6.0,6.55396822759,-8.4,13.0,31.4,Oceanía,1970-2015
1287,2015,24.7,46.8,7.2987287084,4.95,6.716996121,-6.35,12.9,31.9,Oceanía,1970-2015
1288,1970,24.6,44.2,7.11793731871,6.6,7.39710052676,-7.23333333333,12.6,31.56,Oceanía,1970-2015
1289,1971,24.5,44.4,6.98064066594,6.63333333333,7.26119642769,-8.43333333333,12.8,31.2,Oceanía,1970-2015
1290,1972,25.2,45.0,6.80286103925,4.15,7.16348417692,-7.525,13.0,31.45,Oceanía,1970-2015
1291,1973,25.2,47.2,6.96766248572,4.5,7.06536168002,-4.775,13.7333333333,31.6,Oceanía,1970-2015
1292,1974,24.2333333333,41.95,6.7191617651,4.5,6.99032124039,-5.45,13.15,29.0,Oceanía,1970-2015
1293,1975,24.7,44.8,6.73813474873,6.4,6.96740533734,-4.8,13.05,29.8,Oceanía,1970-2015
1294,1976,24.6,47.3,6.68382920295,6.15,7.15402420716,-7.5,12.75,29.48,Oceanía,1970-2015
1295,1977,25.3,44.0,7.02503066309,5.4,7.27335739529,-6.3,13.0,29.7,Oceanía,1970-2015
1296,1978,24.7,44.6,7.15974908893,4.7,7.06226158951,-6.1,13.1,30.0,Oceanía,1970-2015
1297,1979,25.2,47.8,7.13330777353,6.25,7.20188888005,-5.5,13.2,31.2,Oceanía,1970-2015
1298,1980,25.7,46.4,7.0506591318,6.25,7.04327393384,-5.05,13.25,30.0,Oceanía,1970-2015
1299,1981,25.3,45.6,7.09509620568,4.95,7.04275220341,-5.25,13.25,30.0,Oceanía,1970-2015
1300,1982,25.3,47.7,6.99928154211,4.6,7.43481650849,-6.3,13.0,34.7,Oceanía,1970-2015
1301,1983,24.8,46.5,7.12648973611,5.25,7.09422202591,-5.7,13.5,30.3,Oceanía,1970-2015
1302,1984,24.45,44.0,6.84383192955,1.3,7.10187112621,-5.0,12.7,30.7,Oceanía,1970-2015
1303,1985,24.7666666667,45.5,6.99843377397,3.65,7.19035469975,-5.8,13.1,31.5,Oceanía,1970-2015
1304,1986,24.55,45.8,7.20529173434,4.53333333333,7.24376127274,-6.85,12.65,30.8,Oceanía,1970-2015
1305,1987,25.05,45.5,6.99947233321,5.4,7.28785178264,-6.25,13.0,31.2,Oceanía,1970-2015
1306,1988,25.35,45.6,6.86310995666,5.75,6.88086425847,-3.25,13.7,31.7,Oceanía,1970-2015
1307,1989,24.75,43.7,7.11840059721,2.75,7.17699370881,-5.2,13.5,29.6,Oceanía,1970-2015
1308,1990,25.1,47.9,7.25806830064,3.3,7.16702436878,-5.7,13.45,32.1,Oceanía,1970-2015
1309,1991,25.7,46.7,6.94400371171,6.05,6.96847547915,-4.8,13.3,32.0,Oceanía,1970-2015
1310,1992,24.4,43.6,7.05252311066,4.5,7.22782354328,-4.95,13.25,29.7,Oceanía,1970-2015
1311,1993,24.9,45.15,6.83798941983,5.6,7.01921806715,-4.1,13.1,30.3,Oceanía,1970-2015
1312,1994,25.4,45.5,6.9534391265,6.86666666667,7.30601838273,-5.7,12.7,30.9,Oceanía,1970-2015
1313,1995,24.8,44.0,7.10904466221,5.2,7.20795218862,-6.05,13.15,30.2,Oceanía,1970-2015
1314,1996,25.0,45.35,7.06748635477,3.85,7.08433985573,-6.0,12.9583333333,31.0,Oceanía,1970-2015
1315,1997,25.3,45.8,7.06580736606,5.96666666667,7.28588349187,-6.16666666667,13.4,29.4,Oceanía,1970-2015
1316,1998,25.25,44.8,7.31466460447,5.1,7.21142185468,-4.53333333333,13.5,31.7,Oceanía,1970-2015
1317,1999,25.1333333333,45.0,6.63355546298,7.6,6.923521805,-6.73333333333,13.5,31.2,Oceanía,1970-2015
1318,2000,25.3,44.5,6.7676180799,5.06666666667,7.12531133265,-6.2,13.5,29.9,Oceanía,1970-2015
1319,2001,25.1666666667,47.8,6.88368566111,5.83333333333,7.2416388125,-6.76666666667,12.8,31.0,Oceanía,1970-2015
1320,2002,25.8,44.3,6.86714485639,7.1,7.2568609726,-8.9,13.05,30.9,Oceanía,1970-2015
1321,2003,25.5,46.3,7.09533623825,6.3,7.18525420107,-8.0,13.4333333333,30.4,Oceanía,1970-2015
1322,2004,25.5,47.3,7.11994578992,6.43333333333,7.37230661228,-6.26666666667,13.15,30.9,Oceanía,1970-2015
1323,2005,25.4708333333,45.65,6.99856562352,5.0,7.19217602453,-7.63333333333,13.4666666667,30.7,Oceanía,1970-2015
1324,2006,25.6,47.4,6.9786317919,7.575,7.55422997488,-8.46666666667,13.2333333333,33.3,Oceanía,1970-2015
1325,2007,25.85,46.45,7.01281104572,3.83333333333,7.21359659542,-8.35,13.8,30.6,Oceanía,1970-2015
1326,2008,25.1,44.3,6.92609550432,5.56666666667,7.33409656383,-9.23333333333,13.3,30.3,Oceanía,1970-2015
1327,2009,26.1,47.5,7.1531589301,6.93333333333,7.19572686987,-4.8,13.575,32.9,Oceanía,1970-2015
1328,2010,25.2333333333,46.65,6.98114791054,5.53333333333,7.40445162275,-9.1,14.0,31.4,Oceanía,1970-2015
1329,2011,25.0,48.1,6.63512211707,6.33333333333,7.21459961094,-8.26666666667,13.55,30.9,Oceanía,1970-2015
1330,2012,25.4666666667,46.2,6.94879672624,5.55,7.48203337296,-6.86666666667,13.4583333333,30.0,Oceanía,1970-2015
1331,2013,26.1,46.3,7.0436518652,4.7,7.23597259236,-6.6,13.9,31.7,Oceanía,1970-2015
1332,2014,25.9,47.3,6.938699024,6.0,7.27688360732,-8.4,13.8,31.4,Oceanía,1970-2015
1333,2015,25.95,46.8,7.22877325733,4.95,7.46865057145,-6.35,13.8,31.9,Oceanía,1970-2015
1334,1970,12.2333333333,37.5,9.3967732626,-37.8,7.18834540947,-44.15,3.9,21.1,Norte América,1970-2015
1335,1971,11.4,40.55,10.0060406888,-38.9,7.93661848932,-47.25,3.9,19.975,Norte América,1970-2015
1336,1972,11.24,37.625,10.0126621856,-37.8,8.15710150645,-46.4,3.45,18.6,Norte América,1970-2015
1337,1973,12.5666666667,38.175,9.41813142455,-33.9,7.18938383255,-40.55,3.9,19.4,Norte América,1970-2015
1338,1974,12.5,38.5,9.05262883859,-36.65,6.87490654166,-47.5,4.4,20.0,Norte América,1970-2015
1339,1975,11.7,40.3666666667,9.5941732311,-43.35,7.83038549788,-48.6,3.7,22.2333333333,Norte América,1970-2015
1340,1976,12.34,35.5666666667,8.03412490867,-31.1,6.63537305665,-44.15,3.9,19.8,Norte América,1970-2015
1341,1977,12.6,37.2666666667,9.36149057277,-42.7,7.11287278764,-46.7,4.28,21.3,Norte América,1970-2015
1342,1978,12.8,37.7666666667,9.25832544354,-38.7,7.53798956624,-43.6,4.46666666667,18.5,Norte América,1970-2015
1343,1979,13.25,39.7,9.96099956286,-34.6,8.15917534675,-45.75,4.5,20.2333333333,Norte América,1970-2015
1344,1980,13.3,36.2666666667,8.99520637358,-36.35,7.37804798533,-44.5,5.4,20.0,Norte América,1970-2015
1345,1981,12.9,38.2,8.16352679137,-38.6,6.26819058389,-43.2,5.0,23.0,Norte América,1970-2015
1346,1982,12.0,35.8666666667,9.50344527973,-37.5,7.84358615423,-44.25,3.6,19.0,Norte América,1970-2015
1347,1983,13.0,36.6,8.8143996666,-35.85,7.27921243414,-44.75,4.83666666667,21.0,Norte América,1970-2015
1348,1984,11.75,37.7,8.84786693593,-33.0,6.99982306084,-43.7,4.0,19.25,Norte América,1970-2015
1349,1985,11.5,38.7,10.2353879069,-30.4,7.9683983367,-42.25,3.5,18.5,Norte América,1970-2015
1350,1986,12.5,35.3,8.58201606453,-23.6,6.71908610454,-33.75,4.8,21.5,Norte América,1970-2015
1351,1987,13.7,37.1666666667,8.69572286844,-21.25,6.34050488305,-38.75,5.23333333333,18.84,Norte América,1970-2015
1352,1988,12.66,36.48,8.82237083951,-28.45,6.74154019985,-37.0,5.1,19.5,Norte América,1970-2015
1353,1989,13.25,35.7,9.32706974982,-31.8,7.66373156058,-42.45,4.77333333333,19.4,Norte América,1970-2015
1354,1990,13.0,37.05,9.82693363442,-34.2,8.10830077125,-43.35,4.7,20.2333333333,Norte América,1970-2015
1355,1991,13.0,35.5,8.90681866256,-41.05,7.10262193625,-45.2,4.7,19.0,Norte América,1970-2015
1356,1992,13.9,36.9333333333,8.95045332104,-31.85,6.81776557375,-45.05,5.15,20.0,Norte América,1970-2015
1357,1993,13.125,35.8,9.11308426572,-31.5,7.78836552206,-41.0,5.1,20.7,Norte América,1970-2015
1358,1994,14.0,39.0333333333,9.37282658306,-32.05,7.00222059381,-40.75,5.375,21.0666666667,Norte América,1970-2015
1359,1995,13.35,35.75,8.95849484841,-33.45,7.1235924319,-42.8,5.3,20.75,Norte América,1970-2015
1360,1996,12.4333333333,36.9,10.1081864228,-43.5,8.41576861294,-47.75,4.5,22.3,Norte América,1970-2015
1361,1997,12.825,36.85,8.58579393199,-42.25,6.9625738513,-46.5,5.06,17.95,Norte América,1970-2015
1362,1998,13.2619047619,39.2,9.47929625966,-34.2333333333,7.06457074707,-41.7333333333,5.625,20.35,Norte América,1970-2015
1363,1999,12.25,35.7,8.21454065497,-33.95,6.27110644867,-42.55,4.2,20.325,Norte América,1970-2015
1364,2000,12.7333333333,36.65,8.60564850242,-29.3,6.68661008014,-41.2,4.425,17.2625,Norte América,1970-2015
1365,2001,12.3619047619,37.7,8.58186877686,-29.6,6.55362895587,-37.3,4.6225,18.25,Norte América,1970-2015
1366,2002,12.75,38.55,8.85448667325,-25.8,6.86751072228,-37.55,4.545,20.675,Norte América,1970-2015
1367,2003,13.0,39.4,9.34457349023,-29.7,6.99969229423,-40.4,5.0,22.95,Norte América,1970-2015
1368,2004,14.25,37.6,9.22068473751,-38.75,7.04451475474,-46.05,5.5,22.25,Norte América,1970-2015
1369,2005,13.5,36.05,8.95437229754,-41.7,7.17927754866,-47.05,5.7,19.9,Norte América,1970-2015
1370,2006,13.2,39.1,9.32963914496,-32.35,7.16319466793,-40.5,4.75,20.7,Norte América,1970-2015
1371,2007,12.36,38.2,9.17862302976,-26.7,7.17482792974,-38.05,4.8,21.15,Norte América,1970-2015
1372,2008,11.75,38.9,9.38715123552,-36.1,7.75411327841,-45.05,4.13333333333,22.55,Norte América,1970-2015
1373,2009,12.45,39.25,10.0146724313,-34.4,7.85207077189,-41.35,4.05,23.4,Norte América,1970-2015
1374,2010,13.25,36.9,8.48109830016,-25.4,6.52456084544,-36.1,5.4,19.5,Norte América,1970-2015
1375,2011,11.6666666667,35.15,8.83471301746,-32.7333333333,7.20989771035,-40.8666666667,4.23333333333,18.6666666667,Norte América,1970-2015
1376,2012,12.55,36.8333333333,9.18345781283,-32.4333333333,7.00362259799,-39.7,4.8,19.2,Norte América,1970-2015
1377,2013,12.9333333333,38.15,9.42114795041,-27.9333333333,7.33753473249,-38.4333333333,5.0,20.4666666667,Norte América,1970-2015
1378,2014,13.8,38.2,9.43039869766,-25.3,7.64868450744,-35.9666666667,5.83333333333,19.9,Norte América,1970-2015
1379,2015,14.55,39.2666666667,9.08655054172,-28.1,6.82415515787,-36.3333333333,6.0,21.9,Norte América,1970-2015
1380,1970,11.7,37.5,11.9019354674,-42.2,10.172358802,-45.85,3.13333333333,21.1,Norte América,1970-2015
1381,1971,10.6,40.55,12.174454952,-41.7,10.5883625784,-47.8,3.3,19.975,Norte América,1970-2015
1382,1972,10.58,37.625,12.458493355,-42.25,11.0742845566,-47.2,2.625,18.6,Norte América,1970-2015
1383,1973,11.7,38.175,11.5915440467,-40.25,9.96494354483,-45.8,3.3,19.4,Norte América,1970-2015
1384,1974,11.7,38.5,11.5812964268,-43.35,10.0810963492,-48.05,3.645,20.0,Norte América,1970-2015
1385,1975,11.1,40.3666666667,11.8806983877,-47.5,10.5339017297,-50.0,2.8,22.2333333333,Norte América,1970-2015
1386,1976,11.7,35.5666666667,10.6613026975,-40.55,9.68410335445,-46.15,3.3,19.8,Norte América,1970-2015
1387,1977,11.84,37.2666666667,11.4312225518,-42.7,9.74502239845,-47.15,3.5,21.3,Norte América,1970-2015
1388,1978,11.8,37.7666666667,11.464639609,-38.7,10.2251198551,-43.6,3.65,18.5,Norte América,1970-2015
1389,1979,12.1,39.7,12.2314595687,-43.25,10.8191392953,-49.4,3.5,20.2333333333,Norte América,1970-2015
1390,1980,12.5,36.2666666667,11.3572469645,-41.3,10.2098977984,-45.55,4.5,20.0,Norte América,1970-2015
1391,1981,12.2,38.2,10.3092474394,-39.95,8.94129424968,-43.65,4.33333333333,23.0,Norte América,1970-2015
1392,1982,10.965,35.8666666667,12.0919258742,-40.1,10.8976784955,-47.3,2.75,19.0,Norte América,1970-2015
1393,1983,12.25,36.6,11.2798575261,-39.3,10.0889461318,-44.75,4.1,21.0,Norte América,1970-2015
1394,1984,11.1583333333,37.7,11.2625411205,-43.2,9.86583096159,-45.4,3.34166666667,19.25,Norte América,1970-2015
1395,1985,10.5,38.7,12.1644534859,-42.5,10.4015073225,-45.55,2.6,18.5,Norte América,1970-2015
1396,1986,11.7775,35.3,11.04049761,-40.0,9.64616316881,-43.2,4.06666666667,21.5,Norte América,1970-2015
1397,1987,12.85,37.1666666667,10.8448518258,-39.4,9.01182643408,-44.3,4.5,18.84,Norte América,1970-2015
1398,1988,12.0,36.48,11.1989440782,-39.7,9.68798615744,-46.9,4.4,19.5,Norte América,1970-2015
1399,1989,12.055,35.7,11.6948644797,-40.4,10.4291081327,-44.2,4.0,21.8,Norte América,1970-2015
1400,1990,12.1,37.05,12.1515257719,-42.0,10.7496683973,-49.9,3.8,20.2333333333,Norte América,1970-2015
1401,1991,11.8708333333,35.5,11.4025322853,-42.4,10.0679497214,-45.2,3.96666666667,19.0,Norte América,1970-2015
1402,1992,13.0166666667,36.9333333333,11.285994253,-38.3,9.63743828769,-45.05,4.26666666667,20.0,Norte América,1970-2015
1403,1993,12.3666666667,35.8,11.1225112522,-44.0,10.1531984091,-45.6,4.20714285714,20.7,Norte América,1970-2015
1404,1994,12.8,39.0333333333,11.8402225254,-41.7,10.0764051692,-45.85,4.5,21.0666666667,Norte América,1970-2015
1405,1995,12.4208333333,35.75,11.3880923582,-40.4,10.0029056994,-47.1,4.5,20.75,Norte América,1970-2015
1406,1996,11.7,36.9,12.2853440031,-43.5,11.0327027066,-48.1,3.7,22.3,Norte América,1970-2015
1407,1997,12.0225,36.85,10.990857803,-42.25,9.89174639613,-46.5,4.23333333333,17.95,Norte América,1970-2015
1408,1998,12.65,39.2,11.6441966659,-40.6,9.69727889654,-43.9,4.99285714286,20.35,Norte América,1970-2015
1409,1999,11.55,35.7,10.414301719,-37.7,8.88402074985,-42.55,3.55,20.325,Norte América,1970-2015
1410,2000,11.9,36.65,11.177536612,-38.0,9.82557238655,-42.9,3.7,19.35,Norte América,1970-2015
1411,2001,11.75,37.7,10.7951540128,-37.5,9.26961564709,-43.2,3.9,18.25,Norte América,1970-2015
1412,2002,11.8,38.55,11.232099985,-38.3,9.74498815181,-43.1,3.75,20.675,Norte América,1970-2015
1413,2003,12.1333333333,39.4,11.7108845033,-39.3,9.92597271012,-44.8,4.25,22.95,Norte América,1970-2015
1414,2004,12.95,37.6,11.8869074441,-41.2,10.3325983315,-46.05,4.7,22.25,Norte América,1970-2015
1415,2005,12.7,36.05,11.1194627652,-41.7,9.74559908817,-47.05,4.71625,19.9,Norte América,1970-2015
1416,2006,12.3,39.1,11.1360943049,-36.6,9.42081384921,-43.05,4.16666666667,20.7,Norte América,1970-2015
1417,2007,11.75,38.2,11.3993933534,-37.75,9.89299914368,-44.1,4.05833333333,21.15,Norte América,1970-2015
1418,2008,11.145,38.9,11.6816282296,-40.15,10.4198556519,-45.1,3.5,22.55,Norte América,1970-2015
1419,2009,11.4,39.25,11.9992734786,-39.65,10.26455513,-44.05,3.15,23.4,Norte América,1970-2015
1420,2010,12.5,36.9,10.4867809311,-35.65,9.02544353197,-42.9,4.75,19.5,Norte América,1970-2015
1421,2011,11.0,35.15,11.0494160332,-40.75,9.87313195688,-44.95,3.6,18.6666666667,Norte América,1970-2015
1422,2012,11.7125,36.8333333333,11.3524960862,-39.6,9.69158433825,-42.55,4.1,19.2,Norte América,1970-2015
1423,2013,12.0,38.15,11.7518252595,-40.1,10.2005288273,-43.3,4.3,20.4666666667,Norte América,1970-2015
1424,2014,12.8,38.2,11.7717035089,-38.65,10.4228748223,-43.05,4.8,19.9,Norte América,1970-2015
1425,2015,13.7333333333,39.2666666667,11.3725897278,-36.8,9.69662936798,-41.65,5.1,21.9,Norte América,1970-2015
1426,1970,11.32,37.5,12.7592975714,-42.2,11.3378973645,-45.85,2.5,21.675,Norte América,1970-2015
1427,1971,10.6,40.55,12.7758414377,-41.7,11.3222956381,-47.8,2.6,20.825,Norte América,1970-2015
1428,1972,10.25,37.8,13.1336515244,-42.25,11.9123407142,-47.2,1.95,22.0333333333,Norte América,1970-2015
1429,1973,11.7,38.175,12.0974077455,-40.25,10.6413342009,-45.8,2.8,22.225,Norte América,1970-2015
1430,1974,11.3266666667,38.5,12.1167859993,-43.35,10.9194439172,-48.05,2.88,21.1,Norte América,1970-2015
1431,1975,10.98,40.3666666667,12.4489986834,-47.5,11.2767428725,-50.0,2.56666666667,23.3,Norte América,1970-2015
1432,1976,11.66,37.25,11.5907802134,-40.55,10.8409524764,-46.15,2.8,19.875,Norte América,1970-2015
1433,1977,12.0333333333,38.0,12.1440902733,-42.7,10.7144196876,-47.15,3.16333333333,22.75,Norte América,1970-2015
1434,1978,11.7,37.7666666667,12.4936371512,-38.7,11.3786880069,-43.6,3.1,21.25,Norte América,1970-2015
1435,1979,11.6,39.7,12.9655072021,-43.25,11.7073771898,-49.4,2.83666666667,22.0,Norte América,1970-2015
1436,1980,12.15,38.7,12.1773279169,-41.3,11.1282152806,-45.55,3.725,20.6,Norte América,1970-2015
1437,1981,12.15,38.2,10.9951261246,-39.95,9.74106371256,-43.65,3.75,23.0,Norte América,1970-2015
1438,1982,10.85,35.8666666667,12.7141597946,-40.1,11.6994397275,-47.3,2.3,21.025,Norte América,1970-2015
1439,1983,11.9,38.8,12.1035050365,-39.3,10.8249704902,-44.75,3.45,23.5,Norte América,1970-2015
1440,1984,11.15,37.7,11.96846831,-43.2,10.65844782,-45.4,2.825,22.25,Norte América,1970-2015
1441,1985,10.6,38.7,12.6981530709,-42.5,11.1993716755,-45.55,2.1,20.75,Norte América,1970-2015
1442,1986,11.75,35.6,11.5057955772,-40.0,10.2776145011,-43.2,3.55,21.5,Norte América,1970-2015
1443,1987,12.9285714286,37.2333333333,11.170317771,-39.4,9.49965524977,-44.3,4.0,22.5,Norte América,1970-2015
1444,1988,11.8333333333,40.5333333333,12.0750168631,-39.7,10.7379113243,-46.9,3.66666666667,23.0,Norte América,1970-2015
1445,1989,11.8,38.6,12.6189477744,-40.4,11.6150028417,-44.2,3.36666666667,22.4333333333,Norte América,1970-2015
1446,1990,11.8708333333,37.05,12.4531450453,-42.0,11.2334002909,-49.9,3.15,20.7333333333,Norte América,1970-2015
1447,1991,11.7,36.05,12.0199251044,-42.4,10.8881357406,-45.2,3.4,22.5333333333,Norte América,1970-2015
1448,1992,12.5,36.9333333333,11.6504061554,-38.3,10.264619892,-45.05,3.5,20.0,Norte América,1970-2015
1449,1993,12.1333333333,35.8,11.6054484491,-44.0,10.8498903416,-45.6,3.3,23.0,Norte América,1970-2015
1450,1994,12.6571428571,39.0333333333,12.5253420929,-41.7,11.099960593,-45.85,4.0,21.0666666667,Norte América,1970-2015
1451,1995,12.1,36.9333333333,12.1960939732,-40.4,10.8807769337,-47.1,3.7,24.0,Norte América,1970-2015
1452,1996,11.3333333333,36.9,13.0879234521,-43.5,12.0176863527,-48.1,3.0,23.3,Norte América,1970-2015
1453,1997,11.75,36.85,11.7256206246,-42.25,10.7232103131,-46.5,3.5,20.3333333333,Norte América,1970-2015
1454,1998,12.669047619,39.2,12.1017872322,-40.6,10.3047170625,-43.9,4.4,21.1,Norte América,1970-2015
1455,1999,11.6666666667,35.7,10.9342162873,-37.7,9.65388885284,-42.55,3.14166666667,22.5333333333,Norte América,1970-2015
1456,2000,11.9291666667,36.65,11.7912101414,-38.0,10.7351825963,-42.9,3.1,20.35,Norte América,1970-2015
1457,2001,11.8422222222,37.7,11.428062859,-37.5,10.0507263948,-43.2,3.4,23.225,Norte América,1970-2015
